trial,timepoints,vdcc_c0,vdcc_c1,vdcc_c2,vdcc_c3,vdcc_o,ca_sum,ca
1000.0,9.192,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.193,58.0,7.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.194,58.0,7.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.195,58.0,7.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.196,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.197000000000001,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.198,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.199,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.200000000000001,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.201,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.202,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.203,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.204,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.205,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.206,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.207,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.208,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.209,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.21,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.211,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.212,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.213000000000001,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.214,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.215,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.216000000000001,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.217,58.0,7.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.218,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.219,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.22,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.221,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.222,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.223,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.224,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.225,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.226,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.227,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.228,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.229000000000001,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.23,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.231,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.232,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.233,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.234,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.235,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.236,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.237,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.238,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.239,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.24,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.241,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.242,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.243,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.244,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.245000000000001,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.246,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.247,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.248,60.0,4.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.249,61.0,3.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.25,62.0,2.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.251,63.0,1.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.252,63.0,1.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.253,63.0,1.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.254,63.0,1.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.255,62.0,3.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.256,62.0,3.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.257,61.0,4.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.258000000000001,62.0,3.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.259,62.0,3.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.26,62.0,3.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.261000000000001,61.0,4.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.262,61.0,4.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.263,61.0,4.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.264,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.265,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.266,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.267,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.268,58.0,7.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.269,57.0,8.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.27,58.0,7.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.271,58.0,7.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.272,58.0,7.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.273,58.0,7.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.274000000000001,58.0,7.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.275,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.276,58.0,7.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.277000000000001,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.278,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.279,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.28,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.281,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.282,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.283,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.284,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.285,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.286,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.287,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.288,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.289,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.290000000000001,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.291,58.0,6.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.292,58.0,6.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.293000000000001,58.0,6.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.294,58.0,6.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.295,59.0,5.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.296,59.0,5.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.297,59.0,5.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.298,60.0,4.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.299,60.0,4.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.3,60.0,4.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.301,60.0,4.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.302,60.0,4.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.303,60.0,4.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.304,60.0,4.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.305,60.0,4.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.306000000000001,60.0,4.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.307,60.0,4.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.308,60.0,4.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.309000000000001,60.0,3.0,2.0,0.0,0.0,9812.0,0.0
1000.0,9.31,60.0,2.0,3.0,0.0,0.0,9812.0,0.0
1000.0,9.311,59.0,3.0,3.0,0.0,0.0,9812.0,0.0
1000.0,9.312,59.0,4.0,2.0,0.0,0.0,9812.0,0.0
1000.0,9.313,58.0,5.0,2.0,0.0,0.0,9812.0,0.0
1000.0,9.314,58.0,5.0,2.0,0.0,0.0,9812.0,0.0
1000.0,9.315,58.0,5.0,2.0,0.0,0.0,9812.0,0.0
1000.0,9.316,58.0,6.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.317,58.0,6.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.318,57.0,7.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.319,57.0,7.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.32,57.0,7.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.321,58.0,6.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.322000000000001,58.0,6.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.323,57.0,7.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.324,57.0,7.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.325000000000001,57.0,7.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.326,57.0,7.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.327,58.0,6.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.328,58.0,6.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.329,58.0,6.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.33,58.0,6.0,1.0,0.0,0.0,9812.0,0.0
1000.0,9.331,58.0,7.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.332,58.0,7.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.333,57.0,8.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.334,57.0,8.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.335,57.0,8.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.336,58.0,7.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.337,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.338000000000001,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.339,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.34,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.341000000000001,59.0,6.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.342,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.343,61.0,4.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.344,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.345,60.0,5.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.346,61.0,4.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.347,61.0,4.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.348,62.0,3.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.349,63.0,2.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.35,63.0,2.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.351,63.0,2.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.352,63.0,2.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.353,63.0,2.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.354000000000001,62.0,3.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.355,62.0,3.0,0.0,0.0,0.0,9812.0,0.0
1000.0,9.356,62.0,3.0,0.0,0.0,0.0,9812.0,0.0
