trial,timepoints,h0m0,h0m1,h0m2,h1m0,h1m1,h1m2,h2m0,h2m1,h2m2,ca
1000.0,0.0032229999999999997,4857.0,4278.0,947.0,4416.0,3882.0,835.0,1023.0,851.0,190.0,71.0
1000.0,0.003224,4858.0,4277.0,947.0,4416.0,3882.0,835.0,1023.0,851.0,190.0,72.0
1000.0,0.003225,4858.0,4277.0,947.0,4415.0,3883.0,835.0,1023.0,851.0,190.0,71.0
1000.0,0.0032259999999999997,4858.0,4277.0,947.0,4415.0,3883.0,835.0,1023.0,851.0,190.0,71.0
1000.0,0.003227,4858.0,4277.0,947.0,4415.0,3883.0,835.0,1023.0,851.0,190.0,71.0
1000.0,0.003228,4858.0,4277.0,947.0,4415.0,3883.0,835.0,1023.0,851.0,190.0,71.0
1000.0,0.0032289999999999997,4857.0,4278.0,947.0,4415.0,3883.0,835.0,1023.0,851.0,190.0,70.0
1000.0,0.00323,4857.0,4278.0,947.0,4415.0,3883.0,835.0,1023.0,851.0,190.0,70.0
1000.0,0.003231,4857.0,4278.0,947.0,4415.0,3883.0,835.0,1023.0,851.0,190.0,70.0
1000.0,0.003232,4858.0,4277.0,947.0,4415.0,3883.0,835.0,1023.0,851.0,190.0,71.0
1000.0,0.0032329999999999998,4857.0,4277.0,947.0,4416.0,3883.0,835.0,1023.0,851.0,190.0,70.0
1000.0,0.003234,4857.0,4277.0,947.0,4416.0,3884.0,834.0,1023.0,851.0,190.0,71.0
1000.0,0.003235,4857.0,4277.0,947.0,4416.0,3884.0,834.0,1024.0,850.0,190.0,72.0
1000.0,0.0032359999999999997,4856.0,4278.0,947.0,4416.0,3884.0,834.0,1024.0,850.0,190.0,71.0
1000.0,0.003237,4854.0,4279.0,947.0,4417.0,3884.0,834.0,1024.0,850.0,190.0,69.0
1000.0,0.003238,4853.0,4280.0,947.0,4417.0,3884.0,834.0,1024.0,850.0,190.0,68.0
1000.0,0.0032389999999999997,4853.0,4280.0,947.0,4416.0,3884.0,834.0,1024.0,851.0,190.0,66.0
1000.0,0.00324,4853.0,4279.0,948.0,4416.0,3884.0,834.0,1025.0,850.0,190.0,66.0
1000.0,0.003241,4853.0,4279.0,948.0,4416.0,3884.0,834.0,1025.0,850.0,190.0,66.0
1000.0,0.0032419999999999997,4852.0,4281.0,948.0,4416.0,3883.0,834.0,1025.0,850.0,190.0,66.0
1000.0,0.003243,4852.0,4281.0,948.0,4416.0,3883.0,834.0,1025.0,850.0,190.0,66.0
