trial,timepoints,h0m0,h0m1,h0m2,h1m0,h1m1,h1m2,h2m0,h2m1,h2m2,ca
1000.0,0.003244,4851.0,4282.0,948.0,4415.0,3884.0,834.0,1024.0,851.0,190.0,63.0
1000.0,0.003245,4851.0,4282.0,948.0,4416.0,3883.0,834.0,1024.0,851.0,190.0,64.0
1000.0,0.0032459999999999998,4851.0,4282.0,948.0,4416.0,3883.0,834.0,1024.0,851.0,190.0,64.0
1000.0,0.003247,4851.0,4282.0,948.0,4416.0,3883.0,834.0,1024.0,851.0,190.0,64.0
1000.0,0.003248,4851.0,4282.0,948.0,4416.0,3883.0,834.0,1024.0,851.0,190.0,64.0
1000.0,0.0032489999999999997,4851.0,4282.0,948.0,4416.0,3883.0,834.0,1024.0,851.0,190.0,64.0
1000.0,0.00325,4851.0,4282.0,948.0,4416.0,3883.0,834.0,1024.0,851.0,190.0,64.0
1000.0,0.003251,4851.0,4282.0,948.0,4416.0,3883.0,834.0,1024.0,851.0,190.0,64.0
1000.0,0.0032519999999999997,4851.0,4282.0,948.0,4416.0,3883.0,834.0,1024.0,851.0,190.0,64.0
1000.0,0.003253,4850.0,4283.0,948.0,4416.0,3883.0,834.0,1024.0,851.0,190.0,63.0
1000.0,0.003254,4850.0,4283.0,948.0,4416.0,3883.0,834.0,1024.0,851.0,190.0,63.0
1000.0,0.0032549999999999996,4850.0,4283.0,948.0,4416.0,3883.0,834.0,1024.0,851.0,190.0,63.0
1000.0,0.0032559999999999998,4850.0,4283.0,948.0,4416.0,3883.0,834.0,1024.0,851.0,190.0,63.0
1000.0,0.003257,4850.0,4283.0,948.0,4416.0,3883.0,834.0,1024.0,851.0,190.0,63.0
1000.0,0.003258,4850.0,4283.0,948.0,4416.0,3883.0,834.0,1024.0,851.0,190.0,63.0
1000.0,0.0032589999999999997,4850.0,4283.0,948.0,4416.0,3883.0,834.0,1024.0,851.0,190.0,63.0
1000.0,0.00326,4850.0,4283.0,948.0,4416.0,3883.0,834.0,1024.0,851.0,190.0,63.0
1000.0,0.003261,4850.0,4283.0,948.0,4416.0,3884.0,833.0,1024.0,851.0,190.0,64.0
1000.0,0.0032619999999999997,4850.0,4283.0,948.0,4416.0,3884.0,833.0,1024.0,851.0,190.0,64.0
1000.0,0.003263,4851.0,4282.0,948.0,4416.0,3884.0,833.0,1024.0,851.0,190.0,65.0
1000.0,0.003264,4852.0,4281.0,948.0,4416.0,3884.0,833.0,1024.0,851.0,190.0,66.0
1000.0,0.0032649999999999997,4852.0,4282.0,947.0,4416.0,3884.0,833.0,1024.0,851.0,190.0,67.0
1000.0,0.003266,4852.0,4282.0,947.0,4415.0,3885.0,833.0,1024.0,851.0,190.0,66.0
1000.0,0.003267,4852.0,4282.0,947.0,4415.0,3885.0,833.0,1024.0,851.0,190.0,66.0
1000.0,0.0032679999999999996,4852.0,4282.0,947.0,4415.0,3885.0,833.0,1024.0,851.0,190.0,66.0
1000.0,0.0032689999999999998,4852.0,4282.0,947.0,4415.0,3885.0,833.0,1024.0,851.0,190.0,66.0
1000.0,0.00327,4852.0,4282.0,947.0,4415.0,3885.0,833.0,1024.0,851.0,190.0,66.0
1000.0,0.003271,4852.0,4282.0,947.0,4415.0,3885.0,833.0,1024.0,851.0,190.0,66.0
1000.0,0.0032719999999999997,4853.0,4281.0,947.0,4415.0,3885.0,833.0,1024.0,851.0,190.0,67.0
1000.0,0.003273,4853.0,4280.0,948.0,4415.0,3884.0,834.0,1024.0,851.0,190.0,65.0
1000.0,0.003274,4853.0,4280.0,948.0,4415.0,3884.0,834.0,1024.0,850.0,191.0,64.0
1000.0,0.0032749999999999997,4853.0,4280.0,948.0,4414.0,3885.0,834.0,1024.0,850.0,191.0,63.0
1000.0,0.003276,4853.0,4280.0,948.0,4414.0,3885.0,834.0,1024.0,850.0,191.0,63.0
1000.0,0.003277,4853.0,4280.0,948.0,4414.0,3885.0,834.0,1024.0,850.0,191.0,63.0
1000.0,0.0032779999999999997,4853.0,4280.0,948.0,4413.0,3885.0,835.0,1024.0,850.0,191.0,61.0
1000.0,0.003279,4853.0,4279.0,948.0,4413.0,3886.0,835.0,1024.0,850.0,191.0,60.0
1000.0,0.00328,4853.0,4279.0,948.0,4413.0,3885.0,836.0,1024.0,850.0,191.0,59.0
1000.0,0.003281,4853.0,4279.0,948.0,4413.0,3886.0,835.0,1024.0,850.0,191.0,60.0
1000.0,0.0032819999999999998,4853.0,4279.0,948.0,4413.0,3886.0,835.0,1024.0,850.0,191.0,60.0
1000.0,0.003283,4853.0,4279.0,948.0,4415.0,3884.0,835.0,1024.0,850.0,191.0,62.0
1000.0,0.003284,4853.0,4278.0,949.0,4415.0,3884.0,835.0,1024.0,850.0,191.0,61.0
1000.0,0.0032849999999999997,4853.0,4279.0,948.0,4415.0,3884.0,835.0,1024.0,850.0,191.0,62.0
1000.0,0.003286,4853.0,4280.0,947.0,4415.0,3884.0,835.0,1024.0,850.0,191.0,63.0
1000.0,0.003287,4852.0,4281.0,947.0,4415.0,3883.0,835.0,1024.0,851.0,191.0,61.0
1000.0,0.0032879999999999997,4852.0,4281.0,947.0,4415.0,3883.0,835.0,1024.0,851.0,191.0,61.0
1000.0,0.003289,4851.0,4282.0,947.0,4415.0,3883.0,835.0,1024.0,851.0,191.0,60.0
1000.0,0.00329,4851.0,4282.0,947.0,4415.0,3884.0,834.0,1024.0,851.0,191.0,61.0
1000.0,0.0032909999999999997,4851.0,4282.0,947.0,4415.0,3884.0,834.0,1024.0,851.0,191.0,61.0
1000.0,0.003292,4851.0,4282.0,947.0,4415.0,3885.0,833.0,1024.0,851.0,191.0,62.0
1000.0,0.003293,4851.0,4282.0,947.0,4415.0,3885.0,833.0,1024.0,851.0,191.0,62.0
1000.0,0.003294,4851.0,4282.0,947.0,4414.0,3885.0,833.0,1025.0,851.0,191.0,61.0
1000.0,0.0032949999999999998,4851.0,4283.0,947.0,4414.0,3884.0,833.0,1025.0,851.0,191.0,62.0
1000.0,0.003296,4851.0,4283.0,947.0,4414.0,3884.0,833.0,1025.0,851.0,191.0,62.0
1000.0,0.003297,4851.0,4283.0,947.0,4415.0,3884.0,833.0,1024.0,851.0,191.0,63.0
1000.0,0.0032979999999999997,4851.0,4283.0,947.0,4414.0,3884.0,833.0,1024.0,852.0,191.0,61.0
1000.0,0.003299,4851.0,4283.0,947.0,4415.0,3883.0,833.0,1025.0,851.0,191.0,63.0
1000.0,0.0033,4851.0,4283.0,947.0,4416.0,3882.0,833.0,1025.0,851.0,191.0,64.0
1000.0,0.0033009999999999997,4851.0,4283.0,947.0,4415.0,3883.0,833.0,1025.0,851.0,191.0,63.0
1000.0,0.003302,4851.0,4283.0,947.0,4415.0,3883.0,833.0,1025.0,851.0,191.0,63.0
1000.0,0.003303,4851.0,4283.0,947.0,4415.0,3884.0,833.0,1025.0,850.0,191.0,64.0
1000.0,0.0033039999999999996,4852.0,4282.0,947.0,4415.0,3884.0,833.0,1025.0,850.0,191.0,65.0
1000.0,0.0033049999999999998,4852.0,4282.0,947.0,4415.0,3884.0,833.0,1025.0,850.0,191.0,65.0
1000.0,0.003306,4851.0,4284.0,946.0,4415.0,3884.0,833.0,1025.0,850.0,191.0,65.0
1000.0,0.003307,4851.0,4284.0,946.0,4415.0,3883.0,833.0,1025.0,851.0,191.0,64.0
1000.0,0.0033079999999999997,4851.0,4284.0,946.0,4415.0,3883.0,833.0,1025.0,851.0,191.0,64.0
1000.0,0.003309,4851.0,4284.0,946.0,4415.0,3883.0,833.0,1025.0,851.0,191.0,64.0
1000.0,0.00331,4850.0,4285.0,946.0,4415.0,3883.0,833.0,1025.0,851.0,191.0,63.0
1000.0,0.0033109999999999997,4850.0,4285.0,946.0,4415.0,3883.0,833.0,1025.0,851.0,191.0,63.0
1000.0,0.003312,4850.0,4285.0,946.0,4415.0,3883.0,833.0,1025.0,851.0,191.0,63.0
1000.0,0.003313,4850.0,4285.0,946.0,4415.0,3883.0,833.0,1025.0,851.0,191.0,63.0
1000.0,0.0033139999999999997,4850.0,4285.0,946.0,4415.0,3883.0,833.0,1025.0,851.0,191.0,63.0
1000.0,0.003315,4849.0,4286.0,946.0,4415.0,3883.0,833.0,1025.0,851.0,191.0,62.0
1000.0,0.003316,4850.0,4285.0,946.0,4413.0,3885.0,833.0,1025.0,851.0,191.0,61.0
1000.0,0.0033169999999999996,4850.0,4285.0,946.0,4413.0,3886.0,832.0,1025.0,851.0,191.0,62.0
1000.0,0.0033179999999999998,4850.0,4285.0,946.0,4413.0,3886.0,832.0,1025.0,851.0,191.0,62.0
1000.0,0.003319,4850.0,4285.0,946.0,4413.0,3886.0,832.0,1025.0,851.0,191.0,62.0
1000.0,0.00332,4850.0,4285.0,946.0,4413.0,3886.0,832.0,1025.0,851.0,191.0,62.0
1000.0,0.0033209999999999997,4850.0,4285.0,946.0,4413.0,3886.0,832.0,1025.0,851.0,191.0,62.0
1000.0,0.003322,4850.0,4285.0,946.0,4414.0,3885.0,832.0,1025.0,851.0,191.0,63.0
1000.0,0.003323,4849.0,4286.0,946.0,4414.0,3885.0,832.0,1025.0,851.0,191.0,62.0
1000.0,0.0033239999999999997,4849.0,4286.0,946.0,4414.0,3885.0,832.0,1025.0,851.0,191.0,62.0
1000.0,0.003325,4849.0,4286.0,946.0,4414.0,3885.0,832.0,1025.0,851.0,191.0,62.0
1000.0,0.003326,4850.0,4285.0,946.0,4414.0,3885.0,832.0,1025.0,852.0,190.0,64.0
1000.0,0.0033269999999999997,4850.0,4285.0,946.0,4414.0,3885.0,832.0,1025.0,852.0,190.0,64.0
1000.0,0.003328,4850.0,4285.0,946.0,4414.0,3885.0,832.0,1025.0,852.0,190.0,64.0
1000.0,0.003329,4849.0,4286.0,946.0,4414.0,3885.0,832.0,1025.0,852.0,190.0,63.0
1000.0,0.00333,4849.0,4286.0,946.0,4414.0,3885.0,832.0,1025.0,852.0,190.0,63.0
1000.0,0.0033309999999999998,4850.0,4285.0,946.0,4414.0,3885.0,832.0,1025.0,852.0,190.0,64.0
1000.0,0.003332,4850.0,4284.0,947.0,4414.0,3885.0,832.0,1025.0,852.0,190.0,63.0
1000.0,0.003333,4850.0,4284.0,947.0,4413.0,3886.0,832.0,1024.0,853.0,190.0,61.0
1000.0,0.0033339999999999997,4850.0,4284.0,947.0,4414.0,3885.0,832.0,1024.0,853.0,190.0,62.0
1000.0,0.003335,4850.0,4284.0,947.0,4413.0,3886.0,832.0,1024.0,853.0,190.0,61.0
1000.0,0.003336,4850.0,4284.0,947.0,4413.0,3886.0,832.0,1024.0,853.0,190.0,61.0
1000.0,0.0033369999999999997,4851.0,4283.0,947.0,4412.0,3887.0,832.0,1024.0,853.0,190.0,61.0
1000.0,0.003338,4850.0,4284.0,947.0,4412.0,3887.0,832.0,1024.0,853.0,190.0,60.0
1000.0,0.003339,4850.0,4284.0,947.0,4412.0,3887.0,832.0,1024.0,853.0,190.0,60.0
1000.0,0.0033399999999999997,4851.0,4282.0,948.0,4412.0,3887.0,832.0,1024.0,853.0,190.0,60.0
1000.0,0.003341,4851.0,4282.0,948.0,4412.0,3887.0,832.0,1024.0,853.0,190.0,60.0
1000.0,0.003342,4851.0,4282.0,948.0,4411.0,3888.0,832.0,1024.0,853.0,190.0,59.0
1000.0,0.003343,4850.0,4283.0,948.0,4411.0,3887.0,833.0,1024.0,853.0,190.0,57.0
1000.0,0.0033439999999999998,4849.0,4284.0,948.0,4411.0,3887.0,833.0,1024.0,853.0,190.0,56.0
1000.0,0.003345,4848.0,4284.0,948.0,4411.0,3887.0,834.0,1024.0,853.0,190.0,53.0
1000.0,0.003346,4848.0,4284.0,948.0,4411.0,3888.0,833.0,1024.0,853.0,190.0,54.0
1000.0,0.0033469999999999997,4848.0,4283.0,949.0,4412.0,3887.0,833.0,1024.0,853.0,190.0,54.0
1000.0,0.003348,4846.0,4284.0,949.0,4413.0,3887.0,833.0,1024.0,853.0,190.0,52.0
1000.0,0.003349,4847.0,4285.0,948.0,4411.0,3888.0,833.0,1025.0,852.0,190.0,54.0
1000.0,0.0033499999999999997,4847.0,4285.0,948.0,4411.0,3888.0,833.0,1025.0,852.0,190.0,54.0
1000.0,0.003351,4847.0,4285.0,948.0,4411.0,3888.0,833.0,1025.0,852.0,190.0,54.0
1000.0,0.003352,4847.0,4285.0,948.0,4411.0,3888.0,833.0,1025.0,852.0,190.0,54.0
1000.0,0.0033529999999999996,4847.0,4285.0,948.0,4411.0,3888.0,833.0,1025.0,852.0,190.0,54.0
1000.0,0.0033539999999999998,4848.0,4284.0,948.0,4411.0,3888.0,833.0,1025.0,852.0,190.0,55.0
1000.0,0.003355,4848.0,4284.0,948.0,4411.0,3888.0,833.0,1025.0,852.0,190.0,55.0
1000.0,0.003356,4848.0,4284.0,948.0,4411.0,3888.0,833.0,1025.0,852.0,190.0,55.0
1000.0,0.0033569999999999997,4848.0,4283.0,949.0,4411.0,3888.0,833.0,1025.0,852.0,190.0,54.0
1000.0,0.003358,4847.0,4283.0,950.0,4411.0,3888.0,833.0,1025.0,852.0,190.0,52.0
1000.0,0.003359,4847.0,4283.0,950.0,4411.0,3888.0,833.0,1025.0,852.0,190.0,52.0
1000.0,0.0033599999999999997,4847.0,4283.0,950.0,4412.0,3887.0,833.0,1025.0,852.0,190.0,53.0
1000.0,0.003361,4848.0,4282.0,950.0,4413.0,3886.0,833.0,1025.0,852.0,190.0,55.0
1000.0,0.003362,4848.0,4282.0,950.0,4414.0,3885.0,833.0,1025.0,852.0,190.0,56.0
1000.0,0.0033629999999999997,4848.0,4282.0,950.0,4414.0,3885.0,833.0,1025.0,852.0,190.0,56.0
1000.0,0.003364,4848.0,4282.0,950.0,4414.0,3885.0,833.0,1025.0,852.0,190.0,56.0
1000.0,0.003365,4848.0,4283.0,949.0,4415.0,3884.0,833.0,1024.0,853.0,190.0,57.0
1000.0,0.0033659999999999996,4848.0,4283.0,949.0,4415.0,3884.0,833.0,1024.0,853.0,190.0,57.0
1000.0,0.0033669999999999998,4848.0,4283.0,949.0,4415.0,3884.0,833.0,1024.0,853.0,190.0,57.0
1000.0,0.003368,4848.0,4283.0,949.0,4415.0,3884.0,833.0,1024.0,853.0,190.0,57.0
1000.0,0.003369,4847.0,4284.0,949.0,4415.0,3884.0,833.0,1024.0,853.0,190.0,56.0
1000.0,0.0033699999999999997,4846.0,4285.0,949.0,4416.0,3883.0,833.0,1024.0,853.0,190.0,56.0
1000.0,0.003371,4846.0,4285.0,949.0,4416.0,3883.0,833.0,1024.0,853.0,190.0,56.0
1000.0,0.003372,4846.0,4285.0,949.0,4417.0,3882.0,833.0,1024.0,853.0,190.0,57.0
1000.0,0.0033729999999999997,4846.0,4285.0,949.0,4417.0,3882.0,833.0,1024.0,853.0,190.0,57.0
1000.0,0.003374,4846.0,4285.0,949.0,4417.0,3882.0,833.0,1024.0,853.0,190.0,57.0
1000.0,0.003375,4846.0,4285.0,949.0,4417.0,3882.0,833.0,1023.0,854.0,190.0,56.0
1000.0,0.0033759999999999997,4846.0,4285.0,949.0,4418.0,3881.0,833.0,1023.0,854.0,190.0,57.0
1000.0,0.003377,4846.0,4285.0,949.0,4418.0,3881.0,833.0,1023.0,854.0,190.0,57.0
1000.0,0.003378,4846.0,4285.0,949.0,4418.0,3881.0,833.0,1023.0,855.0,189.0,58.0
1000.0,0.003379,4846.0,4285.0,949.0,4418.0,3881.0,833.0,1023.0,855.0,189.0,58.0
1000.0,0.0033799999999999998,4846.0,4285.0,949.0,4418.0,3881.0,833.0,1023.0,855.0,189.0,58.0
1000.0,0.003381,4846.0,4285.0,949.0,4417.0,3882.0,833.0,1023.0,855.0,189.0,57.0
1000.0,0.003382,4846.0,4285.0,949.0,4417.0,3882.0,833.0,1023.0,855.0,189.0,57.0
1000.0,0.0033829999999999997,4846.0,4285.0,949.0,4417.0,3882.0,833.0,1023.0,855.0,189.0,57.0
1000.0,0.003384,4847.0,4284.0,949.0,4417.0,3882.0,833.0,1024.0,854.0,189.0,59.0
1000.0,0.003385,4847.0,4284.0,949.0,4417.0,3882.0,833.0,1024.0,854.0,189.0,59.0
1000.0,0.0033859999999999997,4848.0,4283.0,949.0,4417.0,3882.0,833.0,1024.0,854.0,189.0,60.0
1000.0,0.003387,4848.0,4283.0,949.0,4417.0,3882.0,833.0,1024.0,854.0,189.0,60.0
1000.0,0.003388,4848.0,4283.0,949.0,4418.0,3881.0,833.0,1025.0,853.0,189.0,62.0
1000.0,0.0033889999999999997,4848.0,4283.0,949.0,4418.0,3881.0,833.0,1025.0,853.0,189.0,62.0
1000.0,0.00339,4849.0,4283.0,948.0,4418.0,3881.0,833.0,1025.0,853.0,189.0,64.0
1000.0,0.003391,4849.0,4284.0,947.0,4418.0,3881.0,833.0,1025.0,853.0,189.0,65.0
1000.0,0.003392,4849.0,4284.0,947.0,4418.0,3881.0,833.0,1025.0,853.0,189.0,65.0
1000.0,0.0033929999999999997,4849.0,4283.0,948.0,4418.0,3881.0,833.0,1025.0,853.0,189.0,64.0
1000.0,0.003394,4847.0,4285.0,948.0,4418.0,3880.0,834.0,1025.0,853.0,189.0,61.0
1000.0,0.003395,4847.0,4285.0,948.0,4417.0,3881.0,834.0,1025.0,853.0,189.0,60.0
1000.0,0.0033959999999999997,4847.0,4285.0,948.0,4417.0,3881.0,834.0,1025.0,853.0,189.0,60.0
1000.0,0.003397,4846.0,4286.0,948.0,4417.0,3881.0,834.0,1025.0,853.0,189.0,59.0
1000.0,0.003398,4846.0,4286.0,948.0,4417.0,3881.0,834.0,1025.0,853.0,189.0,59.0
1000.0,0.0033989999999999997,4846.0,4286.0,948.0,4417.0,3881.0,834.0,1025.0,853.0,189.0,59.0
1000.0,0.0034,4846.0,4286.0,948.0,4417.0,3881.0,834.0,1025.0,853.0,189.0,59.0
1000.0,0.003401,4846.0,4286.0,948.0,4417.0,3881.0,834.0,1025.0,853.0,189.0,59.0
1000.0,0.0034019999999999996,4846.0,4286.0,948.0,4417.0,3881.0,834.0,1025.0,853.0,189.0,59.0
1000.0,0.0034029999999999998,4846.0,4286.0,948.0,4417.0,3881.0,834.0,1025.0,853.0,189.0,59.0
1000.0,0.003404,4846.0,4286.0,948.0,4417.0,3880.0,835.0,1026.0,852.0,189.0,59.0
1000.0,0.003405,4846.0,4286.0,948.0,4417.0,3880.0,835.0,1026.0,852.0,189.0,59.0
1000.0,0.0034059999999999997,4846.0,4286.0,948.0,4417.0,3880.0,835.0,1026.0,852.0,189.0,59.0
1000.0,0.003407,4847.0,4285.0,948.0,4416.0,3881.0,835.0,1026.0,852.0,189.0,59.0
1000.0,0.003408,4848.0,4284.0,948.0,4416.0,3881.0,835.0,1026.0,852.0,189.0,60.0
1000.0,0.0034089999999999997,4847.0,4284.0,949.0,4417.0,3880.0,835.0,1026.0,852.0,189.0,59.0
1000.0,0.00341,4847.0,4284.0,949.0,4417.0,3880.0,835.0,1025.0,853.0,189.0,58.0
1000.0,0.003411,4847.0,4284.0,949.0,4417.0,3880.0,835.0,1025.0,853.0,189.0,58.0
1000.0,0.0034119999999999997,4847.0,4284.0,949.0,4417.0,3880.0,835.0,1025.0,853.0,189.0,58.0
1000.0,0.003413,4847.0,4283.0,950.0,4417.0,3880.0,835.0,1025.0,853.0,189.0,57.0
1000.0,0.003414,4847.0,4283.0,950.0,4417.0,3880.0,835.0,1025.0,853.0,189.0,57.0
1000.0,0.0034149999999999996,4847.0,4283.0,950.0,4416.0,3881.0,835.0,1025.0,853.0,189.0,56.0
1000.0,0.0034159999999999998,4847.0,4284.0,949.0,4416.0,3880.0,835.0,1024.0,855.0,189.0,55.0
1000.0,0.003417,4846.0,4285.0,949.0,4416.0,3880.0,835.0,1024.0,855.0,189.0,54.0
1000.0,0.003418,4846.0,4286.0,948.0,4416.0,3880.0,835.0,1024.0,855.0,189.0,55.0
1000.0,0.0034189999999999997,4846.0,4286.0,948.0,4416.0,3880.0,835.0,1024.0,855.0,189.0,55.0
1000.0,0.00342,4846.0,4286.0,948.0,4416.0,3880.0,835.0,1024.0,855.0,189.0,55.0
1000.0,0.003421,4845.0,4287.0,948.0,4416.0,3880.0,835.0,1024.0,855.0,189.0,54.0
1000.0,0.0034219999999999997,4846.0,4286.0,948.0,4416.0,3880.0,835.0,1024.0,855.0,189.0,55.0
1000.0,0.003423,4847.0,4285.0,948.0,4415.0,3880.0,836.0,1024.0,855.0,189.0,54.0
1000.0,0.003424,4847.0,4285.0,948.0,4414.0,3881.0,836.0,1024.0,855.0,189.0,53.0
1000.0,0.0034249999999999997,4847.0,4285.0,948.0,4414.0,3881.0,836.0,1024.0,855.0,189.0,53.0
1000.0,0.003426,4848.0,4284.0,948.0,4414.0,3881.0,836.0,1023.0,856.0,189.0,53.0
1000.0,0.003427,4848.0,4285.0,948.0,4414.0,3880.0,836.0,1023.0,856.0,189.0,54.0
1000.0,0.003428,4848.0,4286.0,948.0,4413.0,3880.0,836.0,1022.0,857.0,189.0,53.0
1000.0,0.0034289999999999998,4848.0,4285.0,949.0,4413.0,3880.0,836.0,1022.0,857.0,189.0,52.0
1000.0,0.00343,4847.0,4286.0,949.0,4414.0,3879.0,836.0,1022.0,857.0,189.0,52.0
1000.0,0.003431,4847.0,4286.0,949.0,4414.0,3879.0,836.0,1022.0,857.0,189.0,52.0
1000.0,0.0034319999999999997,4847.0,4286.0,949.0,4414.0,3879.0,836.0,1022.0,857.0,189.0,52.0
1000.0,0.003433,4847.0,4286.0,949.0,4414.0,3879.0,836.0,1022.0,857.0,189.0,52.0
1000.0,0.003434,4847.0,4286.0,949.0,4414.0,3879.0,836.0,1022.0,857.0,189.0,52.0
1000.0,0.0034349999999999997,4847.0,4286.0,949.0,4414.0,3879.0,836.0,1022.0,857.0,189.0,52.0
1000.0,0.003436,4847.0,4286.0,949.0,4414.0,3879.0,836.0,1022.0,857.0,189.0,52.0
1000.0,0.003437,4847.0,4286.0,949.0,4413.0,3880.0,836.0,1022.0,857.0,189.0,51.0
1000.0,0.0034379999999999997,4847.0,4286.0,949.0,4413.0,3880.0,836.0,1022.0,857.0,189.0,51.0
1000.0,0.0034389999999999998,4846.0,4287.0,949.0,4413.0,3881.0,835.0,1022.0,857.0,189.0,51.0
1000.0,0.00344,4846.0,4287.0,949.0,4413.0,3881.0,835.0,1022.0,857.0,189.0,51.0
1000.0,0.003441,4846.0,4287.0,949.0,4413.0,3881.0,835.0,1022.0,857.0,189.0,51.0
1000.0,0.0034419999999999997,4846.0,4287.0,949.0,4413.0,3880.0,836.0,1022.0,857.0,189.0,50.0
1000.0,0.003443,4846.0,4287.0,949.0,4414.0,3879.0,836.0,1022.0,857.0,189.0,51.0
1000.0,0.003444,4846.0,4287.0,949.0,4414.0,3879.0,836.0,1022.0,857.0,189.0,51.0
1000.0,0.0034449999999999997,4846.0,4287.0,949.0,4414.0,3878.0,837.0,1022.0,857.0,189.0,50.0
1000.0,0.003446,4846.0,4287.0,949.0,4414.0,3878.0,837.0,1022.0,857.0,189.0,50.0
1000.0,0.003447,4846.0,4287.0,949.0,4414.0,3878.0,837.0,1022.0,857.0,189.0,50.0
1000.0,0.0034479999999999997,4847.0,4287.0,948.0,4414.0,3878.0,837.0,1022.0,857.0,189.0,52.0
1000.0,0.003449,4846.0,4286.0,949.0,4414.0,3879.0,837.0,1022.0,857.0,189.0,49.0
1000.0,0.00345,4846.0,4286.0,949.0,4415.0,3878.0,837.0,1022.0,857.0,189.0,50.0
1000.0,0.0034509999999999996,4846.0,4286.0,949.0,4415.0,3878.0,837.0,1022.0,857.0,189.0,50.0
1000.0,0.0034519999999999998,4846.0,4286.0,949.0,4415.0,3878.0,837.0,1022.0,857.0,189.0,50.0
1000.0,0.003453,4846.0,4286.0,949.0,4414.0,3879.0,837.0,1022.0,857.0,189.0,49.0
1000.0,0.003454,4846.0,4285.0,950.0,4415.0,3878.0,837.0,1022.0,857.0,189.0,49.0
1000.0,0.0034549999999999997,4846.0,4285.0,950.0,4415.0,3878.0,837.0,1023.0,856.0,189.0,50.0
1000.0,0.003456,4846.0,4284.0,950.0,4415.0,3879.0,837.0,1023.0,856.0,189.0,49.0
1000.0,0.003457,4846.0,4284.0,950.0,4414.0,3879.0,838.0,1023.0,856.0,189.0,47.0
1000.0,0.0034579999999999997,4846.0,4284.0,950.0,4415.0,3878.0,838.0,1023.0,856.0,189.0,48.0
1000.0,0.003459,4847.0,4283.0,950.0,4415.0,3878.0,838.0,1023.0,856.0,189.0,49.0
1000.0,0.00346,4847.0,4283.0,950.0,4415.0,3878.0,838.0,1023.0,856.0,189.0,49.0
1000.0,0.0034609999999999997,4847.0,4283.0,950.0,4415.0,3878.0,838.0,1023.0,856.0,189.0,49.0
1000.0,0.003462,4847.0,4283.0,950.0,4415.0,3878.0,838.0,1023.0,856.0,189.0,49.0
1000.0,0.003463,4848.0,4282.0,950.0,4415.0,3878.0,838.0,1023.0,856.0,189.0,50.0
1000.0,0.0034639999999999996,4848.0,4281.0,951.0,4415.0,3878.0,838.0,1023.0,856.0,189.0,49.0
1000.0,0.0034649999999999998,4848.0,4281.0,951.0,4415.0,3878.0,838.0,1023.0,856.0,189.0,49.0
1000.0,0.003466,4848.0,4281.0,951.0,4416.0,3877.0,838.0,1023.0,856.0,189.0,50.0
1000.0,0.003467,4848.0,4281.0,951.0,4416.0,3877.0,838.0,1022.0,857.0,189.0,49.0
1000.0,0.0034679999999999997,4848.0,4281.0,951.0,4416.0,3877.0,838.0,1022.0,857.0,189.0,49.0
1000.0,0.003469,4849.0,4280.0,951.0,4416.0,3877.0,838.0,1022.0,857.0,189.0,50.0
1000.0,0.00347,4849.0,4280.0,951.0,4416.0,3877.0,838.0,1022.0,857.0,189.0,50.0
1000.0,0.0034709999999999997,4849.0,4281.0,950.0,4416.0,3877.0,838.0,1022.0,857.0,189.0,51.0
1000.0,0.003472,4849.0,4281.0,950.0,4416.0,3877.0,838.0,1022.0,857.0,189.0,51.0
1000.0,0.003473,4848.0,4282.0,950.0,4416.0,3877.0,838.0,1022.0,857.0,189.0,50.0
1000.0,0.0034739999999999997,4848.0,4282.0,950.0,4415.0,3878.0,838.0,1022.0,857.0,189.0,49.0
1000.0,0.003475,4848.0,4282.0,950.0,4415.0,3878.0,838.0,1022.0,857.0,189.0,49.0
1000.0,0.003476,4848.0,4281.0,951.0,4415.0,3878.0,838.0,1022.0,857.0,189.0,48.0
1000.0,0.003477,4848.0,4281.0,951.0,4415.0,3878.0,838.0,1022.0,857.0,189.0,48.0
1000.0,0.0034779999999999998,4848.0,4281.0,951.0,4415.0,3878.0,838.0,1022.0,857.0,189.0,48.0
1000.0,0.003479,4848.0,4281.0,951.0,4415.0,3878.0,838.0,1022.0,857.0,189.0,48.0
1000.0,0.00348,4848.0,4281.0,951.0,4415.0,3878.0,838.0,1022.0,857.0,189.0,48.0
1000.0,0.0034809999999999997,4848.0,4281.0,951.0,4414.0,3879.0,838.0,1022.0,857.0,189.0,47.0
1000.0,0.003482,4848.0,4281.0,951.0,4414.0,3879.0,838.0,1022.0,857.0,189.0,47.0
1000.0,0.003483,4848.0,4281.0,951.0,4414.0,3879.0,838.0,1022.0,857.0,189.0,47.0
1000.0,0.0034839999999999997,4848.0,4281.0,951.0,4415.0,3878.0,838.0,1022.0,857.0,189.0,48.0
1000.0,0.003485,4848.0,4281.0,951.0,4415.0,3878.0,838.0,1022.0,857.0,189.0,48.0
1000.0,0.003486,4848.0,4281.0,951.0,4415.0,3878.0,838.0,1022.0,857.0,189.0,48.0
1000.0,0.0034869999999999996,4848.0,4281.0,951.0,4415.0,3878.0,838.0,1022.0,857.0,189.0,48.0
1000.0,0.0034879999999999998,4847.0,4282.0,951.0,4415.0,3878.0,838.0,1022.0,857.0,189.0,47.0
